Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
0.0,1.0,1.0,0.0,27.0,0.0,4.0,6.0,6.0,6.0,13.166666666666666,0.0,2.0,5.0,7.0,5.0,15.142857142857142,0.0,11.1,0.6,2.02,
1.0,1.0,1.0,0.0,21.0,0.0,7.0,12.0,20.0,10.0,11.8,0.0,5.0,12.0,15.0,9.0,11.444444444444445,0.0,8.9,1.4,3.51,Enrolled
0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,10.0,4.0,11.5,0.0,0.0,5.0,11.0,0.0,0.0,0.0,13.9,-0.3,0.79,
0.0,1.0,1.0,0.0,21.0,0.0,,,6.0,6.0,14.5,0.0,0.0,6.0,8.0,6.0,11.333333333333334,0.0,12.4,0.5,1.79,Graduate
0.0,1.0,1.0,0.0,22.0,,0.0,6.0,10.0,5.0,13.4,0.0,0.0,6.0,12.0,3.0,10.666666666666666,0.0,9.4,-0.8,,Enrolled
1.0,,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Graduate
0.0,,1.0,1.0,,0.0,0.0,,,4.0,10.8,0.0,0.0,5.0,10.0,,12.5,,11.1,0.6,,Dropout
0.0,1.0,1.0,0.0,28.0,0.0,,5.0,6.0,0.0,,0.0,0.0,5.0,5.0,0.0,0.0,0.0,,-0.3,0.79,Dropout
1.0,0.0,1.0,0.0,25.0,0.0,3.0,10.0,23.0,6.0,11.428571428571429,0.0,2.0,7.0,15.0,4.0,12.0,1.0,15.5,2.8,-4.06,Dropout
0.0,1.0,1.0,0.0,,0.0,8.0,,24.0,8.0,,2.0,6.0,,23.0,10.0,11.6,0.0,15.5,,-4.06,Dropout
0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,11.0,2.0,13.5,0.0,0.0,5.0,11.0,3.0,12.333333333333334,0.0,8.9,1.4,,Enrolled
0.0,1.0,1.0,0.0,26.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
0.0,1.0,1.0,1.0,18.0,0.0,0.0,5.0,8.0,5.0,12.75,0.0,0.0,5.0,7.0,5.0,11.5,0.0,13.9,-0.3,0.79,Graduate
0.0,1.0,1.0,,22.0,0.0,0.0,6.0,17.0,3.0,11.333333333333334,,0.0,,14.0,,12.333333333333334,0.0,15.5,2.8,-4.06,Enrolled
0.0,1.0,1.0,0.0,25.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,,0.3,-0.92,Dropout
,1.0,1.0,,19.0,0.0,0.0,,9.0,5.0,11.4,0.0,,,13.0,5.0,12.4,,8.9,1.4,3.51,Enrolled
0.0,1.0,1.0,0.0,19.0,0.0,0.0,,7.0,6.0,14.428571428571429,0.0,0.0,6.0,7.0,6.0,14.571428571428571,0.0,13.9,-0.3,,Graduate
0.0,1.0,1.0,0.0,19.0,0.0,0.0,7.0,9.0,,12.492857142857144,0.0,0.0,8.0,10.0,8.0,11.7125,0.0,16.2,0.3,-0.92,Graduate
0.0,1.0,1.0,0.0,45.0,0.0,2.0,8.0,10.0,4.0,11.5,0.0,2.0,8.0,13.0,4.0,11.0,0.0,10.8,1.4,,Dropout
,1.0,1.0,0.0,52.0,0.0,0.0,5.0,7.0,5.0,11.2,0.0,0.0,,6.0,5.0,12.8,1.0,7.6,2.6,0.32,Graduate
0.0,0.0,1.0,0.0,20.0,0.0,0.0,5.0,9.0,3.0,12.0,1.0,,5.0,7.0,3.0,11.0,0.0,9.4,-0.8,-3.12,Dropout
0.0,1.0,1.0,0.0,19.0,0.0,0.0,8.0,8.0,7.0,,0.0,0.0,8.0,8.0,7.0,,0.0,10.8,1.4,1.74,Graduate
1.0,0.0,1.0,0.0,21.0,0.0,,7.0,12.0,,12.94,,0.0,7.0,12.0,4.0,11.58,0.0,12.4,0.5,1.79,Dropout
0.0,0.0,1.0,0.0,,0.0,0.0,6.0,6.0,6.0,,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,9.4,-0.8,,Graduate
0.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.6,2.6,0.32,
1.0,,1.0,0.0,47.0,,0.0,7.0,7.0,0.0,0.0,7.0,,8.0,8.0,0.0,0.0,8.0,15.5,2.8,-4.06,Dropout
0.0,1.0,,0.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,8.9,1.4,3.51,Dropout
0.0,1.0,1.0,,41.0,0.0,0.0,5.0,8.0,4.0,11.25,0.0,0.0,5.0,8.0,3.0,11.0,1.0,7.6,,0.32,Dropout
0.0,1.0,1.0,,26.0,0.0,0.0,5.0,5.0,0.0,,0.0,,,6.0,0.0,0.0,0.0,10.8,1.4,,Dropout
0.0,0.0,0.0,0.0,51.0,0.0,,6.0,13.0,4.0,,0.0,0.0,6.0,12.0,0.0,0.0,1.0,10.8,1.4,1.74,Dropout
0.0,1.0,0.0,0.0,43.0,0.0,0.0,5.0,11.0,3.0,10.666666666666666,0.0,1.0,5.0,10.0,4.0,12.5,0.0,9.4,,-3.12,Enrolled
,1.0,0.0,0.0,41.0,0.0,0.0,6.0,,5.0,11.8,0.0,1.0,,10.0,3.0,10.666666666666666,,7.6,2.6,0.32,Graduate
0.0,1.0,1.0,0.0,23.0,,5.0,,19.0,8.0,11.625,,4.0,10.0,,10.0,11.181818181818182,3.0,7.6,2.6,0.32,Graduate
0.0,1.0,1.0,0.0,22.0,0.0,,6.0,11.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,,-0.8,-3.12,Dropout
0.0,1.0,1.0,1.0,25.0,0.0,0.0,6.0,8.0,4.0,10.25,0.0,0.0,6.0,6.0,4.0,11.25,0.0,12.7,3.7,-1.7,Dropout
,1.0,1.0,0.0,25.0,0.0,14.0,15.0,16.0,15.0,10.8,0.0,13.0,,14.0,14.0,11.357142857142858,0.0,9.4,-0.8,-3.12,Graduate
,0.0,1.0,1.0,22.0,0.0,5.0,12.0,15.0,11.0,12.545454545454543,0.0,,11.0,16.0,11.0,12.666666666666666,0.0,8.9,1.4,3.51,Graduate
0.0,,1.0,0.0,24.0,1.0,0.0,7.0,7.0,7.0,13.571428571428571,0.0,0.0,6.0,9.0,,13.4,,8.9,1.4,3.51,Enrolled
0.0,1.0,1.0,0.0,47.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,16.2,0.3,-0.92,Dropout
,1.0,1.0,,41.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
0.0,1.0,1.0,0.0,,,0.0,6.0,9.0,6.0,14.77777777777778,0.0,0.0,6.0,11.0,5.0,12.2,0.0,13.9,-0.3,0.79,Graduate
0.0,1.0,,0.0,29.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,,0.0,,16.2,0.3,-0.92,Dropout
0.0,1.0,1.0,0.0,30.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,2.6,0.32,Dropout
0.0,,1.0,0.0,26.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,,12.7,3.7,-1.7,
0.0,0.0,1.0,0.0,27.0,0.0,0.0,5.0,10.0,0.0,,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
0.0,1.0,1.0,1.0,36.0,0.0,0.0,5.0,5.0,5.0,,0.0,,5.0,7.0,5.0,11.6,0.0,,-0.8,-3.12,Graduate
0.0,1.0,1.0,0.0,29.0,0.0,3.0,9.0,,6.0,11.666666666666666,,2.0,7.0,10.0,6.0,10.857142857142858,0.0,15.5,2.8,-4.06,Dropout
0.0,1.0,1.0,0.0,35.0,,6.0,10.0,12.0,7.0,11.285714285714286,0.0,2.0,8.0,8.0,,13.0,0.0,9.4,-0.8,-3.12,Dropout
0.0,,1.0,1.0,18.0,,,,12.0,4.0,11.5,0.0,0.0,6.0,10.0,5.0,12.6,,10.8,1.4,1.74,Graduate
0.0,1.0,1.0,,,0.0,,5.0,5.0,5.0,16.0,0.0,0.0,5.0,5.0,5.0,16.0,,8.9,1.4,3.51,Graduate
0.0,1.0,1.0,1.0,18.0,0.0,,6.0,6.0,6.0,,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,,1.4,1.74,Dropout
0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,7.0,4.0,12.0,0.0,0.0,5.0,10.0,3.0,13.0,3.0,7.6,2.6,0.32,Enrolled
0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,11.0,0.0,0.0,2.0,0.0,5.0,11.0,3.0,11.666666666666666,1.0,9.4,,-3.12,Enrolled
0.0,1.0,,,,,0.0,5.0,10.0,5.0,13.0,0.0,0.0,5.0,10.0,5.0,12.6,0.0,,-0.8,,
0.0,,1.0,0.0,32.0,0.0,8.0,18.0,,13.0,13.714285714285714,1.0,7.0,12.0,18.0,12.0,12.083333333333334,0.0,15.5,2.8,-4.06,Graduate
0.0,1.0,1.0,1.0,22.0,0.0,,5.0,9.0,3.0,12.333333333333334,0.0,0.0,6.0,14.0,3.0,12.5,0.0,11.1,0.6,2.02,Dropout
0.0,0.0,1.0,,,0.0,11.0,,31.0,11.0,,4.0,10.0,12.0,24.0,,12.7,1.0,15.5,,-4.06,Dropout
0.0,,1.0,0.0,,0.0,,5.0,,1.0,14.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,
0.0,0.0,1.0,,23.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
0.0,1.0,1.0,0.0,39.0,0.0,0.0,6.0,8.0,5.0,11.4,0.0,1.0,6.0,12.0,3.0,11.0,1.0,7.6,2.6,0.32,Enrolled
0.0,1.0,1.0,,35.0,0.0,0.0,5.0,5.0,0.0,0.0,,,5.0,5.0,1.0,10.0,0.0,9.4,-0.8,-3.12,Dropout
0.0,1.0,1.0,0.0,32.0,0.0,0.0,6.0,8.0,6.0,,0.0,6.0,12.0,14.0,12.0,17.692307692307693,0.0,16.2,0.3,-0.92,Graduate
0.0,1.0,1.0,,20.0,0.0,,6.0,12.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,,7.6,2.6,0.32,Dropout
0.0,1.0,1.0,0.0,34.0,0.0,0.0,,15.0,6.0,11.333333333333334,0.0,0.0,7.0,16.0,,12.6,0.0,16.2,0.3,-0.92,Enrolled
0.0,1.0,,0.0,44.0,0.0,3.0,,9.0,7.0,13.5,0.0,,5.0,6.0,5.0,16.2,0.0,,1.4,3.51,Dropout
0.0,,,0.0,53.0,0.0,7.0,11.0,12.0,2.0,15.0,7.0,4.0,,10.0,3.0,10.0,4.0,16.2,0.3,-0.92,
,0.0,1.0,0.0,28.0,0.0,0.0,5.0,,0.0,0.0,0.0,,5.0,7.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
0.0,1.0,1.0,,31.0,0.0,9.0,9.0,9.0,9.0,14.22222222222222,,5.0,5.0,5.0,5.0,12.8,0.0,12.7,3.7,-1.7,Dropout
1.0,0.0,1.0,0.0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,
1.0,0.0,1.0,,44.0,0.0,2.0,7.0,14.0,4.0,12.0,2.0,0.0,6.0,16.0,0.0,0.0,1.0,15.5,2.8,-4.06,Dropout
0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,,5.0,12.6,1.0,0.0,5.0,8.0,,12.0,0.0,12.7,3.7,-1.7,
0.0,1.0,1.0,,21.0,1.0,6.0,12.0,,,15.083333333333334,0.0,4.0,11.0,,11.0,13.083333333333334,0.0,8.9,1.4,3.51,Enrolled
0.0,1.0,1.0,1.0,,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,,Dropout
0.0,1.0,1.0,0.0,,0.0,0.0,6.0,8.0,6.0,14.5,0.0,0.0,6.0,,6.0,15.3,,16.2,0.3,-0.92,Graduate
0.0,1.0,,0.0,55.0,0.0,0.0,6.0,6.0,6.0,14.5,0.0,0.0,6.0,6.0,6.0,13.5,0.0,11.1,0.6,2.02,Graduate
0.0,1.0,,0.0,27.0,0.0,,5.0,12.0,3.0,10.0,0.0,0.0,5.0,12.0,,13.0,0.0,7.6,2.6,0.32,Enrolled
0.0,1.0,1.0,0.0,19.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
0.0,1.0,1.0,0.0,18.0,,0.0,5.0,5.0,5.0,11.6,0.0,,5.0,,5.0,13.2,0.0,12.4,0.5,1.79,Graduate
0.0,1.0,1.0,0.0,43.0,0.0,0.0,6.0,10.0,4.0,,0.0,0.0,,7.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
0.0,1.0,,0.0,18.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,13.9,-0.3,0.79,Dropout
0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
1.0,1.0,1.0,1.0,20.0,0.0,0.0,6.0,7.0,0.0,,0.0,0.0,6.0,,0.0,,0.0,8.9,1.4,3.51,Dropout
1.0,0.0,1.0,0.0,29.0,0.0,0.0,5.0,7.0,4.0,11.25,,0.0,5.0,,4.0,11.8,0.0,10.8,1.4,1.74,Dropout
1.0,1.0,1.0,0.0,44.0,0.0,,6.0,9.0,5.0,11.571428571428571,0.0,0.0,6.0,11.0,,0.0,0.0,13.9,,0.79,Dropout
0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,7.0,4.0,10.0,0.0,0.0,5.0,,1.0,,0.0,10.8,1.4,,Enrolled
,1.0,1.0,1.0,20.0,,0.0,6.0,11.0,,,0.0,0.0,6.0,,6.0,12.3,0.0,15.5,2.8,,
0.0,1.0,1.0,0.0,20.0,0.0,,6.0,6.0,4.0,,0.0,3.0,9.0,12.0,3.0,12.666666666666666,0.0,12.4,0.5,1.79,Dropout
0.0,1.0,1.0,0.0,36.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
0.0,1.0,1.0,0.0,19.0,0.0,1.0,6.0,13.0,5.0,11.6,0.0,1.0,6.0,12.0,2.0,11.0,,13.9,,0.79,
0.0,0.0,1.0,0.0,29.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,,4.0,11.25,0.0,0.0,6.0,10.0,3.0,,0.0,10.8,1.4,1.74,Dropout
0.0,,1.0,0.0,24.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,6.0,,14.333333333333334,0.0,0.0,6.0,7.0,6.0,15.0,0.0,15.5,2.8,-4.06,Graduate
1.0,0.0,,,,0.0,0.0,6.0,7.0,,0.0,,,5.0,5.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
0.0,1.0,1.0,,,0.0,18.0,23.0,23.0,20.0,13.5,3.0,18.0,23.0,,20.0,13.5,3.0,7.6,2.6,0.32,Graduate
0.0,1.0,1.0,,23.0,0.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,0.0,6.0,10.0,,12.2,0.0,7.6,2.6,,Enrolled
0.0,,1.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,12.444285714285714,0.0,0.0,8.0,11.0,7.0,11.347142857142858,0.0,12.4,0.5,1.79,Graduate
0.0,1.0,1.0,0.0,23.0,0.0,0.0,5.0,7.0,3.0,10.666666666666666,1.0,0.0,5.0,7.0,3.0,11.333333333333334,0.0,9.4,-0.8,-3.12,Dropout
0.0,1.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,
0.0,,,1.0,,0.0,1.0,6.0,6.0,6.0,12.666666666666666,0.0,1.0,6.0,6.0,5.0,12.4,0.0,12.4,0.5,1.79,Graduate
0.0,1.0,1.0,0.0,33.0,0.0,0.0,5.0,5.0,5.0,13.2,,0.0,5.0,6.0,5.0,14.833333333333334,0.0,10.8,,1.74,Graduate
0.0,1.0,1.0,0.0,21.0,0.0,7.0,12.0,,10.0,12.7,0.0,5.0,12.0,14.0,11.0,,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,1.0,0.0,45.0,0.0,0.0,5.0,,5.0,14.833333333333334,0.0,0.0,5.0,,,,0.0,15.5,2.8,-4.06,Graduate
0.0,0.0,1.0,0.0,44.0,0.0,4.0,10.0,10.0,4.0,11.5,0.0,1.0,7.0,8.0,1.0,12.0,0.0,15.5,2.8,,Dropout
0.0,1.0,1.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,,0.0,12.7,3.7,-1.7,Dropout
0.0,1.0,1.0,,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,7.0,3.0,12.666666666666666,1.0,0.0,5.0,12.0,2.0,12.5,,9.4,-0.8,-3.12,Enrolled
0.0,1.0,1.0,1.0,20.0,0.0,0.0,6.0,7.0,6.0,14.714285714285714,0.0,0.0,6.0,6.0,6.0,12.5,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,11.0,3.0,13.666666666666666,0.0,0.0,6.0,13.0,4.0,10.25,,9.4,-0.8,-3.12,Enrolled
0.0,1.0,1.0,,19.0,0.0,0.0,5.0,9.0,5.0,10.8,0.0,0.0,5.0,13.0,2.0,13.5,0.0,8.9,1.4,3.51,Enrolled
1.0,0.0,1.0,0.0,26.0,0.0,2.0,8.0,,4.0,10.5,0.0,5.0,10.0,,7.0,10.428571428571429,0.0,12.4,,,Dropout
0.0,1.0,1.0,0.0,,0.0,0.0,6.0,10.0,6.0,,0.0,0.0,6.0,11.0,5.0,12.5,0.0,13.9,-0.3,0.79,Graduate
1.0,1.0,1.0,1.0,,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6.0,14.0,0.0,16.2,,,Graduate
0.0,1.0,1.0,0.0,28.0,0.0,0.0,6.0,,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,7.6,2.6,0.32,Graduate
0.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.4,1.74,Graduate
0.0,,0.0,0.0,43.0,,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,9.4,-0.8,-3.12,Graduate
0.0,1.0,1.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,
1.0,1.0,0.0,,40.0,0.0,0.0,6.0,13.0,2.0,10.0,0.0,0.0,6.0,10.0,1.0,15.0,0.0,16.2,0.3,-0.92,Dropout
0.0,1.0,0.0,0.0,20.0,,2.0,6.0,7.0,6.0,13.333333333333334,0.0,1.0,6.0,16.0,5.0,,0.0,,0.5,1.79,Graduate
0.0,,0.0,0.0,46.0,0.0,0.0,6.0,13.0,3.0,12.333333333333334,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,11.1,0.6,2.02,Graduate
0.0,1.0,0.0,0.0,26.0,0.0,14.0,21.0,,20.0,13.181818181818182,0.0,,14.0,18.0,14.0,11.642857142857142,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,,1.0,34.0,0.0,0.0,7.0,,6.0,12.513333333333334,0.0,0.0,8.0,9.0,7.0,13.071428571428571,0.0,,0.5,1.79,
0.0,1.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
0.0,1.0,0.0,1.0,18.0,,,8.0,8.0,7.0,,0.0,0.0,,8.0,7.0,13.585714285714284,0.0,12.7,3.7,-1.7,Graduate
0.0,1.0,0.0,,18.0,0.0,0.0,,,7.0,11.155555555555557,,0.0,8.0,10.0,8.0,,0.0,12.7,3.7,-1.7,Graduate
0.0,,1.0,1.0,37.0,0.0,1.0,7.0,9.0,6.0,11.857142857142858,0.0,1.0,6.0,7.0,5.0,12.0,0.0,13.9,-0.3,0.79,Graduate
0.0,1.0,1.0,,23.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Graduate
0.0,1.0,1.0,0.0,26.0,,9.0,14.0,14.0,14.0,14.0,0.0,7.0,13.0,13.0,13.0,13.615384615384617,0.0,15.5,2.8,-4.06,Graduate
,0.0,0.0,0.0,18.0,1.0,0.0,6.0,8.0,5.0,12.0,,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
0.0,1.0,0.0,0.0,18.0,1.0,0.0,7.0,15.0,4.0,11.575,0.0,,7.0,10.0,5.0,12.419999999999998,,12.4,0.5,1.79,Enrolled
0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,8.0,7.0,13.198571428571428,0.0,0.0,8.0,8.0,8.0,13.0625,0.0,11.1,0.6,2.02,Graduate
0.0,1.0,0.0,0.0,18.0,,,,10.0,6.0,13.5,0.0,0.0,6.0,12.0,6.0,12.0,0.0,12.4,0.5,1.79,Graduate
0.0,1.0,0.0,0.0,19.0,0.0,0.0,,6.0,6.0,13.333333333333334,0.0,0.0,6.0,8.0,5.0,12.8,0.0,8.9,1.4,3.51,Dropout
0.0,1.0,1.0,0.0,,1.0,0.0,5.0,,4.0,14.25,0.0,0.0,5.0,14.0,1.0,10.0,0.0,8.9,,3.51,Enrolled
,1.0,0.0,1.0,22.0,0.0,0.0,6.0,7.0,6.0,12.166666666666666,0.0,0.0,6.0,9.0,4.0,12.0,0.0,9.4,-0.8,,
0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,12.214285714285714,0.0,0.0,8.0,8.0,7.0,12.214285714285714,0.0,12.7,3.7,-1.7,Graduate
0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6.0,13.0,0.0,13.9,-0.3,0.79,Graduate
0.0,,0.0,1.0,18.0,0.0,0.0,6.0,,,12.285714285714286,,0.0,6.0,,,13.5,0.0,8.9,1.4,3.51,
0.0,1.0,0.0,1.0,18.0,,0.0,6.0,7.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,12.4,0.5,1.79,Graduate
0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,,12.142857142857142,0.0,0.0,6.0,6.0,6.0,11.166666666666666,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,0.0,1.0,19.0,0.0,0.0,,8.0,7.0,13.875714285714285,0.0,0.0,8.0,9.0,7.0,13.085714285714284,0.0,11.1,0.6,2.02,
0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,
0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,12.0,6.0,11.666666666666666,0.0,0.0,6.0,7.0,0.0,0.0,0.0,,2.8,-4.06,Dropout
0.0,,0.0,0.0,18.0,0.0,0.0,6.0,13.0,6.0,13.153846153846152,,0.0,6.0,,3.0,11.0,0.0,15.5,2.8,-4.06,Graduate
0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,,6.0,14.5,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,12.4,0.5,1.79,Dropout
0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,7.0,14.44142857142857,0.0,0.0,8.0,,8.0,13.65625,0.0,11.1,0.6,2.02,
,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,0.0,6.0,7.0,6.0,14.285714285714286,0.0,12.4,0.5,1.79,Graduate
0.0,,0.0,1.0,18.0,0.0,,5.0,5.0,,11.6,0.0,0.0,5.0,12.0,4.0,,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,16.2,,-0.92,
0.0,1.0,0.0,1.0,,0.0,0.0,,8.0,6.0,12.625,0.0,0.0,6.0,10.0,6.0,13.2,0.0,16.2,0.3,-0.92,Graduate
0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,14.0,3.0,12.666666666666666,0.0,0.0,6.0,7.0,6.0,11.0,0.0,9.4,-0.8,-3.12,Graduate
,1.0,0.0,1.0,18.0,0.0,0.0,6.0,7.0,,12.833333333333334,1.0,0.0,6.0,8.0,6.0,,0.0,8.9,1.4,3.51,Enrolled
0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,11.857142857142858,,,6.0,8.0,6.0,,0.0,12.4,0.5,1.79,Graduate
0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,,5.0,11.4,1.0,,6.0,7.0,4.0,10.75,0.0,12.7,3.7,-1.7,Enrolled
0.0,1.0,0.0,0.0,19.0,1.0,0.0,5.0,10.0,5.0,14.857142857142858,2.0,0.0,5.0,7.0,5.0,15.142857142857142,0.0,9.4,-0.8,-3.12,Enrolled
0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,,0.0,0.0,6.0,6.0,6.0,15.833333333333334,0.0,12.4,0.5,1.79,Graduate
1.0,1.0,,0.0,20.0,,0.0,6.0,6.0,6.0,13.5,0.0,0.0,6.0,9.0,5.0,,0.0,8.9,1.4,3.51,Graduate
0.0,1.0,0.0,,,0.0,0.0,5.0,7.0,4.0,11.5,0.0,0.0,5.0,5.0,5.0,12.4,0.0,10.8,1.4,1.74,
0.0,1.0,0.0,0.0,33.0,0.0,2.0,5.0,9.0,,14.0,0.0,,5.0,5.0,0.0,0.0,0.0,,,,Dropout
0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,6.0,12.833333333333334,0.0,0.0,6.0,6.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
0.0,1.0,,1.0,18.0,0.0,0.0,7.0,7.0,7.0,13.428571428571429,0.0,0.0,8.0,8.0,8.0,14.75,0.0,15.5,2.8,-4.06,
